item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Shirt,Clothing,80,Tennessee,M,Gold,Winter,No,No,Debit Card,2025-03-22 07:13:21,2025-03-22 07:13:21
Handbag,Accessories,59,Tennessee,M,Black,Fall,No,No,Cash,2025-04-05 10:12:01,2025-04-05 10:12:01
Hat,Accessories,27,Tennessee,M,Indigo,Summer,No,No,PayPal,2025-03-05 14:16:37,2025-03-05 14:16:37
Shoes,Footwear,90,Tennessee,L,Brown,Winter,Yes,Yes,Venmo,2025-04-17 22:39:42,2025-04-17 22:39:42
Jeans,Clothing,60,Tennessee,L,Pink,Winter,No,No,Cash,2025-02-15 20:13:17,2025-02-15 20:13:17
Jewelry,Accessories,45,Tennessee,L,Peach,Summer,Yes,Yes,PayPal,2025-02-27 19:12:55,2025-02-27 19:12:55
Scarf,Accessories,39,Tennessee,S,Teal,Spring,No,No,Venmo,2025-04-09 23:32:50,2025-04-09 23:32:50
Handbag,Accessories,35,Tennessee,L,Black,Winter,Yes,Yes,Bank Transfer,2025-03-01 13:53:36,2025-03-01 13:53:36
Jacket,Outerwear,43,Tennessee,M,Indigo,Fall,No,No,Credit Card,2025-03-31 11:43:22,2025-03-31 11:43:22
Shorts,Clothing,42,Tennessee,L,Red,Summer,No,No,PayPal,2025-02-25 06:31:56,2025-02-25 06:31:56
Jacket,Outerwear,46,Tennessee,S,Silver,Winter,Yes,Yes,PayPal,2025-02-16 05:08:07,2025-02-16 05:08:07
Sandals,Footwear,100,Tennessee,XL,Cyan,Summer,No,No,Debit Card,2025-02-26 10:27:31,2025-02-26 10:27:31
Jewelry,Accessories,50,Tennessee,M,Peach,Summer,Yes,Yes,Credit Card,2025-04-20 04:11:44,2025-04-20 04:11:44
Boots,Footwear,67,Tennessee,S,Magenta,Summer,Yes,Yes,Venmo,2025-03-12 20:13:25,2025-03-12 20:13:25
Hat,Accessories,58,Tennessee,M,Magenta,Fall,No,No,Venmo,2025-02-19 15:50:54,2025-02-19 15:50:54
Hat,Accessories,21,Tennessee,S,Teal,Winter,Yes,Yes,Credit Card,2025-02-28 07:09:47,2025-02-28 07:09:47
Boots,Footwear,77,Tennessee,M,Pink,Summer,Yes,Yes,PayPal,2025-01-30 15:09:34,2025-01-30 15:09:34
Shorts,Clothing,29,Tennessee,S,Purple,Summer,Yes,Yes,Cash,2025-04-08 08:58:02,2025-04-08 08:58:02
Sneakers,Footwear,55,Tennessee,L,White,Summer,No,No,Venmo,2025-02-19 16:24:53,2025-02-19 16:24:53
Belt,Accessories,51,Tennessee,L,Olive,Fall,No,No,Bank Transfer,2025-03-25 04:05:19,2025-03-25 04:05:19
Pants,Clothing,83,Tennessee,S,Lavender,Summer,Yes,Yes,Credit Card,2025-02-01 15:23:19,2025-02-01 15:23:19
Shorts,Clothing,26,Tennessee,M,Purple,Spring,No,No,Venmo,2025-04-15 10:51:33,2025-04-15 10:51:33
Hoodie,Clothing,20,Tennessee,S,Blue,Winter,Yes,Yes,Venmo,2025-02-16 05:52:13,2025-02-16 05:52:13
Sweater,Clothing,33,Tennessee,L,Brown,Winter,Yes,Yes,Cash,2025-01-30 19:28:19,2025-01-30 19:28:19
Belt,Accessories,20,Tennessee,XL,Teal,Summer,No,No,Cash,2025-02-26 11:26:30,2025-02-26 11:26:30
Blouse,Clothing,59,Tennessee,M,Beige,Fall,Yes,Yes,Bank Transfer,2025-04-23 04:30:32,2025-04-23 04:30:32
Sandals,Footwear,83,Tennessee,M,Gray,Spring,No,No,Cash,2025-02-23 00:09:40,2025-02-23 00:09:40
Hoodie,Clothing,36,Tennessee,S,Lavender,Summer,Yes,Yes,Venmo,2025-03-16 16:11:16,2025-03-16 16:11:16
Pants,Clothing,56,Tennessee,L,White,Summer,Yes,Yes,Credit Card,2025-03-08 00:23:11,2025-03-08 00:23:11
Backpack,Accessories,33,Tennessee,M,Cyan,Summer,No,No,Debit Card,2025-02-25 20:27:40,2025-02-25 20:27:40
Hat,Accessories,50,Tennessee,S,Red,Fall,No,No,Credit Card,2025-04-23 19:20:00,2025-04-23 19:20:00
Jewelry,Accessories,30,Tennessee,L,Indigo,Winter,No,No,PayPal,2025-04-11 08:37:01,2025-04-11 08:37:01
T-shirt,Clothing,86,Tennessee,M,Red,Winter,No,No,Bank Transfer,2025-04-08 22:08:53,2025-04-08 22:08:53
Handbag,Accessories,77,Tennessee,S,Indigo,Winter,Yes,Yes,Cash,2025-03-18 17:02:32,2025-03-18 17:02:32
Sweater,Clothing,30,Tennessee,L,Silver,Summer,No,No,Bank Transfer,2025-04-14 14:03:12,2025-04-14 14:03:12
Pants,Clothing,68,Tennessee,M,Charcoal,Summer,Yes,Yes,Cash,2025-03-12 14:55:28,2025-03-12 14:55:28
Blouse,Clothing,70,Tennessee,XL,Charcoal,Summer,Yes,Yes,Bank Transfer,2025-03-13 05:31:17,2025-03-13 05:31:17
Shoes,Footwear,77,Tennessee,M,Silver,Summer,Yes,Yes,Credit Card,2025-03-15 19:14:07,2025-03-15 19:14:07
Sunglasses,Accessories,53,Tennessee,M,Violet,Fall,No,No,Cash,2025-02-20 16:39:58,2025-02-20 16:39:58
Shorts,Clothing,86,Tennessee,XL,Orange,Spring,Yes,Yes,Debit Card,2025-04-23 11:20:29,2025-04-23 11:20:29
Sunglasses,Accessories,75,Tennessee,XL,Teal,Fall,Yes,Yes,Credit Card,2025-02-22 15:49:11,2025-02-22 15:49:11
Pants,Clothing,37,Tennessee,XL,Black,Winter,No,No,PayPal,2025-02-17 05:00:12,2025-02-17 05:00:12
T-shirt,Clothing,74,Tennessee,L,Gray,Winter,No,No,PayPal,2025-02-21 07:26:14,2025-02-21 07:26:14
Dress,Clothing,38,Tennessee,L,Red,Summer,Yes,Yes,Credit Card,2025-04-13 21:50:25,2025-04-13 21:50:25
Dress,Clothing,63,Tennessee,L,Teal,Summer,Yes,Yes,Cash,2025-04-09 12:28:02,2025-04-09 12:28:02
Socks,Clothing,20,Tennessee,S,Gold,Summer,Yes,Yes,Credit Card,2025-03-09 19:18:02,2025-03-09 19:18:02
Belt,Accessories,61,Tennessee,XL,Charcoal,Spring,Yes,Yes,Bank Transfer,2025-01-31 14:55:56,2025-01-31 14:55:56
Skirt,Clothing,24,Tennessee,L,Blue,Winter,Yes,Yes,Venmo,2025-04-28 03:47:20,2025-04-28 03:47:20
Shirt,Clothing,57,Tennessee,L,Blue,Spring,Yes,Yes,Cash,2025-02-11 07:18:41,2025-02-11 07:18:41
Handbag,Accessories,52,Tennessee,M,Green,Fall,No,No,Venmo,2025-04-16 23:23:55,2025-04-16 23:23:55
Skirt,Clothing,61,Tennessee,L,Beige,Winter,No,No,Debit Card,2025-04-10 16:55:02,2025-04-10 16:55:02
Sunglasses,Accessories,48,Tennessee,S,Charcoal,Winter,No,No,Bank Transfer,2025-04-24 18:28:58,2025-04-24 18:28:58
Jacket,Outerwear,26,Tennessee,M,Peach,Summer,No,No,PayPal,2025-04-09 22:56:40,2025-04-09 22:56:40
Jeans,Clothing,54,Tennessee,S,Indigo,Fall,Yes,Yes,PayPal,2025-03-01 04:36:30,2025-03-01 04:36:30
Blouse,Clothing,64,Tennessee,M,Peach,Winter,Yes,Yes,PayPal,2025-02-20 05:52:46,2025-02-20 05:52:46
T-shirt,Clothing,62,Tennessee,M,Lavender,Fall,No,No,Debit Card,2025-03-05 08:36:42,2025-03-05 08:36:42
Sweater,Clothing,50,Tennessee,L,Gray,Winter,No,No,Credit Card,2025-02-17 15:38:32,2025-02-17 15:38:32
Shorts,Clothing,33,Tennessee,XL,Gray,Spring,No,No,Debit Card,2025-04-05 02:44:20,2025-04-05 02:44:20
Boots,Footwear,77,Tennessee,M,Violet,Summer,No,No,PayPal,2025-04-14 17:37:51,2025-04-14 17:37:51
Socks,Clothing,94,Tennessee,M,White,Spring,Yes,Yes,PayPal,2025-03-29 12:50:19,2025-03-29 12:50:19
Jeans,Clothing,62,Tennessee,M,Brown,Fall,No,No,Credit Card,2025-02-16 02:57:05,2025-02-16 02:57:05
Gloves,Accessories,23,Tennessee,M,Orange,Summer,Yes,Yes,Bank Transfer,2025-02-02 17:53:26,2025-02-02 17:53:26
Shoes,Footwear,66,Tennessee,S,Olive,Summer,Yes,Yes,Bank Transfer,2025-03-23 14:15:48,2025-03-23 14:15:48
Hoodie,Clothing,20,Tennessee,XL,Red,Winter,No,No,Credit Card,2025-03-13 00:05:18,2025-03-13 00:05:18
Backpack,Accessories,74,Tennessee,M,Magenta,Fall,No,No,PayPal,2025-02-17 08:20:16,2025-02-17 08:20:16
Jacket,Outerwear,92,Tennessee,M,Lavender,Spring,No,No,PayPal,2025-03-04 11:52:13,2025-03-04 11:52:13
Hoodie,Clothing,73,Tennessee,M,Teal,Winter,Yes,Yes,Credit Card,2025-03-20 02:12:10,2025-03-20 02:12:10
Hat,Accessories,71,Tennessee,S,Red,Fall,Yes,Yes,Bank Transfer,2025-03-28 07:38:42,2025-03-28 07:38:42
Jeans,Clothing,88,Tennessee,S,Orange,Spring,No,No,Credit Card,2025-03-14 06:15:04,2025-03-14 06:15:04
Socks,Clothing,91,Tennessee,M,Lavender,Spring,Yes,Yes,Credit Card,2025-04-27 18:24:51,2025-04-27 18:24:51
Sweater,Clothing,23,Tennessee,M,Gold,Winter,Yes,Yes,Bank Transfer,2025-02-03 12:58:48,2025-02-03 12:58:48
Blouse,Clothing,20,Tennessee,L,Pink,Winter,Yes,Yes,Cash,2025-03-30 14:14:53,2025-03-30 14:14:53
Backpack,Accessories,77,Tennessee,M,Maroon,Spring,No,No,Venmo,2025-04-22 04:54:45,2025-04-22 04:54:45
Scarf,Accessories,90,Tennessee,M,Blue,Spring,Yes,Yes,Credit Card,2025-02-20 15:55:09,2025-02-20 15:55:09
Handbag,Accessories,65,Tennessee,S,Purple,Spring,Yes,Yes,Debit Card,2025-02-18 14:34:15,2025-02-18 14:34:15
Scarf,Accessories,74,Tennessee,M,Violet,Spring,No,No,Debit Card,2025-04-08 22:50:16,2025-04-08 22:50:16
Jeans,Clothing,22,Tennessee,S,Magenta,Fall,Yes,Yes,Venmo,2025-03-15 03:15:29,2025-03-15 03:15:29
Sunglasses,Accessories,78,Tennessee,L,Magenta,Spring,No,No,Cash,2025-04-29 15:17:18,2025-04-29 15:17:18
T-shirt,Clothing,71,Tennessee,L,Red,Winter,No,No,Venmo,2025-03-24 09:05:42,2025-03-24 09:05:42
Jeans,Clothing,56,Tennessee,M,Red,Spring,No,No,Cash,2025-04-23 10:53:18,2025-04-23 10:53:18
Socks,Clothing,31,Tennessee,S,White,Summer,Yes,Yes,Debit Card,2025-01-31 11:32:23,2025-01-31 11:32:23
Sandals,Footwear,94,Tennessee,M,Beige,Spring,No,No,Debit Card,2025-02-13 06:49:41,2025-02-13 06:49:41
Jewelry,Accessories,47,Tennessee,S,Peach,Fall,No,No,Bank Transfer,2025-04-01 22:50:16,2025-04-01 22:50:16
Boots,Footwear,21,Tennessee,L,Gray,Summer,No,No,Venmo,2025-03-08 20:19:41,2025-03-08 20:19:41
Sandals,Footwear,54,Tennessee,S,Black,Spring,No,No,Cash,2025-04-15 14:01:28,2025-04-15 14:01:28
Skirt,Clothing,38,Tennessee,L,Gold,Fall,Yes,Yes,Venmo,2025-03-09 23:10:05,2025-03-09 23:10:05
Hat,Accessories,93,Tennessee,L,Charcoal,Fall,No,No,Debit Card,2025-04-04 12:32:13,2025-04-04 12:32:13
Dress,Clothing,98,Tennessee,M,Peach,Winter,No,No,Credit Card,2025-03-22 07:31:00,2025-03-22 07:31:00
Boots,Footwear,81,Tennessee,M,Violet,Fall,Yes,Yes,PayPal,2025-02-10 04:02:56,2025-02-10 04:02:56
Skirt,Clothing,92,Tennessee,M,Orange,Fall,Yes,Yes,Bank Transfer,2025-04-04 23:14:01,2025-04-04 23:14:01
Sneakers,Footwear,62,Tennessee,M,Peach,Fall,Yes,Yes,Venmo,2025-04-03 22:14:02,2025-04-03 22:14:02
Jeans,Clothing,97,Tennessee,XL,Beige,Fall,No,No,PayPal,2025-02-09 19:00:45,2025-02-09 19:00:45
Shoes,Footwear,87,Tennessee,M,Maroon,Spring,Yes,Yes,Debit Card,2025-03-21 22:20:38,2025-03-21 22:20:38
Jewelry,Accessories,32,Tennessee,M,Indigo,Spring,Yes,Yes,Credit Card,2025-03-01 13:50:44,2025-03-01 13:50:44
Hoodie,Clothing,26,Tennessee,S,Silver,Summer,Yes,Yes,Debit Card,2025-03-12 15:50:02,2025-03-12 15:50:02
Blouse,Clothing,98,Tennessee,M,Purple,Summer,No,No,Debit Card,2025-03-09 09:54:47,2025-03-09 09:54:47
Shorts,Clothing,89,Tennessee,L,Charcoal,Winter,No,No,Debit Card,2025-02-08 19:23:06,2025-02-08 19:23:06
Jewelry,Accessories,74,Tennessee,L,Indigo,Summer,No,No,Credit Card,2025-02-13 14:20:55,2025-02-13 14:20:55
Gloves,Accessories,90,Tennessee,XL,Black,Winter,No,No,Cash,2025-02-07 04:35:49,2025-02-07 04:35:49
Boots,Footwear,95,Tennessee,M,Red,Winter,No,No,Credit Card,2025-02-16 16:40:13,2025-02-16 16:40:13
Hoodie,Clothing,91,Tennessee,L,White,Winter,Yes,Yes,Credit Card,2025-04-17 01:36:16,2025-04-17 01:36:16
Shirt,Clothing,50,Tennessee,S,Maroon,Summer,No,No,Debit Card,2025-02-01 14:07:17,2025-02-01 14:07:17
Dress,Clothing,99,Tennessee,L,Purple,Fall,Yes,Yes,Credit Card,2025-03-10 05:02:19,2025-03-10 05:02:19
Coat,Outerwear,90,Tennessee,L,Indigo,Winter,Yes,Yes,Credit Card,2025-04-12 10:23:55,2025-04-12 10:23:55
Sunglasses,Accessories,99,Tennessee,M,Turquoise,Winter,Yes,Yes,Cash,2025-02-08 09:38:04,2025-02-08 09:38:04
Shoes,Footwear,86,Tennessee,L,Green,Winter,Yes,Yes,Cash,2025-02-19 20:48:39,2025-02-19 20:48:39
Dress,Clothing,28,Tennessee,L,Brown,Summer,No,No,Bank Transfer,2025-04-05 19:43:10,2025-04-05 19:43:10
Shorts,Clothing,62,Tennessee,XL,Yellow,Spring,No,No,Debit Card,2025-03-29 15:14:34,2025-03-29 15:14:34
T-shirt,Clothing,80,Tennessee,L,Cyan,Summer,Yes,Yes,Bank Transfer,2025-03-22 00:44:44,2025-03-22 00:44:44
Dress,Clothing,68,Tennessee,M,Peach,Fall,No,No,Credit Card,2025-02-14 19:44:59,2025-02-14 19:44:59
Hat,Accessories,68,Tennessee,XL,Magenta,Summer,Yes,Yes,Debit Card,2025-04-11 20:34:10,2025-04-11 20:34:10
Sandals,Footwear,85,Tennessee,M,Silver,Summer,Yes,Yes,Debit Card,2025-02-12 02:29:25,2025-02-12 02:29:25
Skirt,Clothing,30,Tennessee,S,Black,Fall,Yes,Yes,Debit Card,2025-02-11 12:12:21,2025-02-11 12:12:21
Shoes,Footwear,26,Tennessee,M,Silver,Spring,No,No,Credit Card,2025-04-11 21:39:28,2025-04-11 21:39:28
Sneakers,Footwear,44,Tennessee,L,Purple,Winter,No,No,Cash,2025-03-04 14:19:49,2025-03-04 14:19:49
Blouse,Clothing,70,Tennessee,M,Blue,Spring,Yes,Yes,Cash,2025-02-27 12:07:03,2025-02-27 12:07:03
Shirt,Clothing,85,Tennessee,S,Cyan,Summer,No,No,Cash,2025-02-24 10:49:48,2025-02-24 10:49:48
Jewelry,Accessories,93,Tennessee,S,Cyan,Winter,No,No,PayPal,2025-02-28 14:47:31,2025-02-28 14:47:31
Blouse,Clothing,73,Tennessee,L,Teal,Summer,No,No,Bank Transfer,2025-03-02 00:30:21,2025-03-02 00:30:21
Jewelry,Accessories,20,Tennessee,S,Yellow,Winter,Yes,Yes,Cash,2025-04-03 00:38:06,2025-04-03 00:38:06
Hoodie,Clothing,78,Tennessee,M,Orange,Winter,Yes,Yes,Venmo,2025-02-20 23:54:11,2025-02-20 23:54:11
Scarf,Accessories,38,Tennessee,M,Indigo,Summer,Yes,Yes,Credit Card,2025-02-28 15:33:25,2025-02-28 15:33:25
Backpack,Accessories,81,Tennessee,L,Black,Spring,Yes,Yes,Bank Transfer,2025-04-10 05:01:04,2025-04-10 05:01:04
Belt,Accessories,71,Tennessee,M,Magenta,Spring,No,No,Credit Card,2025-04-22 12:40:09,2025-04-22 12:40:09
Scarf,Accessories,71,Tennessee,XL,Charcoal,Winter,No,No,Credit Card,2025-03-26 12:17:24,2025-03-26 12:17:24
Shoes,Footwear,80,Tennessee,M,Magenta,Summer,Yes,Yes,Bank Transfer,2025-02-08 20:07:38,2025-02-08 20:07:38
Jewelry,Accessories,26,Tennessee,L,Indigo,Winter,No,No,Venmo,2025-03-20 02:27:30,2025-03-20 02:27:30
Backpack,Accessories,23,Tennessee,M,Red,Fall,Yes,Yes,Venmo,2025-03-27 20:33:06,2025-03-27 20:33:06
Dress,Clothing,95,Tennessee,M,Orange,Winter,No,No,Credit Card,2025-02-27 15:13:01,2025-02-27 15:13:01
Gloves,Accessories,46,Tennessee,M,Yellow,Spring,Yes,Yes,Debit Card,2025-04-14 20:49:48,2025-04-14 20:49:48
Skirt,Clothing,32,Tennessee,L,Olive,Fall,No,No,PayPal,2025-04-10 17:41:07,2025-04-10 17:41:07
Gloves,Accessories,93,Tennessee,XL,Green,Winter,No,No,Bank Transfer,2025-03-23 03:15:51,2025-03-23 03:15:51
Sandals,Footwear,34,Tennessee,S,Black,Summer,No,No,Bank Transfer,2025-02-12 10:15:57,2025-02-12 10:15:57
Blouse,Clothing,86,Tennessee,M,White,Winter,Yes,Yes,Credit Card,2025-04-03 02:49:25,2025-04-03 02:49:25
Sandals,Footwear,27,Tennessee,M,Silver,Spring,Yes,Yes,Venmo,2025-04-20 22:14:05,2025-04-20 22:14:05
Belt,Accessories,90,Tennessee,M,Red,Fall,No,No,Venmo,2025-02-21 21:08:43,2025-02-21 21:08:43
Shorts,Clothing,98,Tennessee,M,Violet,Fall,Yes,Yes,Credit Card,2025-04-26 14:58:48,2025-04-26 14:58:48
Skirt,Clothing,20,Tennessee,XL,Red,Fall,No,No,Debit Card,2025-04-09 18:25:08,2025-04-09 18:25:08
Hoodie,Clothing,60,Tennessee,L,Purple,Spring,Yes,Yes,Venmo,2025-02-26 09:34:17,2025-02-26 09:34:17
Scarf,Accessories,78,Tennessee,M,Black,Fall,Yes,Yes,Debit Card,2025-03-26 20:53:38,2025-03-26 20:53:38
Sneakers,Footwear,68,Tennessee,S,Silver,Fall,No,No,PayPal,2025-02-27 01:49:15,2025-02-27 01:49:15
Jewelry,Accessories,61,Tennessee,S,Yellow,Summer,Yes,Yes,PayPal,2025-02-08 07:55:42,2025-02-08 07:55:42
Sneakers,Footwear,59,Tennessee,M,Peach,Fall,No,No,Bank Transfer,2025-04-14 12:30:51,2025-04-14 12:30:51
Blouse,Clothing,94,Tennessee,S,Brown,Summer,No,No,Bank Transfer,2025-03-31 06:39:16,2025-03-31 06:39:16
Coat,Outerwear,77,Tennessee,M,Brown,Fall,Yes,Yes,Cash,2025-03-26 14:48:16,2025-03-26 14:48:16
Shoes,Footwear,21,Tennessee,M,Red,Summer,No,No,Bank Transfer,2025-02-12 04:07:42,2025-02-12 04:07:42
Boots,Footwear,70,Tennessee,L,Lavender,Summer,No,No,Debit Card,2025-03-05 07:56:03,2025-03-05 07:56:03
Coat,Outerwear,78,Tennessee,S,Cyan,Spring,No,No,Credit Card,2025-04-19 05:50:04,2025-04-19 05:50:04
Hoodie,Clothing,67,Tennessee,XL,Pink,Spring,Yes,Yes,Credit Card,2025-02-14 01:45:05,2025-02-14 01:45:05
Shorts,Clothing,51,Tennessee,XL,Black,Summer,No,No,Venmo,2025-02-03 16:35:58,2025-02-03 16:35:58
Sweater,Clothing,79,Tennessee,M,Silver,Spring,No,No,Credit Card,2025-02-16 13:52:23,2025-02-16 13:52:23
Coat,Outerwear,66,Tennessee,L,Gray,Spring,No,No,Debit Card,2025-02-21 21:18:57,2025-02-21 21:18:57
Blouse,Clothing,26,Tennessee,L,Charcoal,Winter,Yes,Yes,Bank Transfer,2025-04-10 21:03:41,2025-04-10 21:03:41
Coat,Outerwear,87,Tennessee,M,Violet,Spring,No,No,Cash,2025-03-29 16:30:52,2025-03-29 16:30:52
Jewelry,Accessories,85,Tennessee,M,Turquoise,Winter,Yes,Yes,PayPal,2025-01-31 22:37:12,2025-01-31 22:37:12
Hoodie,Clothing,57,Tennessee,S,Beige,Summer,Yes,Yes,Credit Card,2025-01-31 22:30:20,2025-01-31 22:30:20
Hat,Accessories,73,Tennessee,XL,Green,Summer,Yes,Yes,Debit Card,2025-03-22 09:06:23,2025-03-22 09:06:23
Sandals,Footwear,94,Tennessee,M,Gold,Winter,Yes,Yes,Venmo,2025-03-28 08:27:20,2025-03-28 08:27:20
Socks,Clothing,42,Tennessee,S,Purple,Summer,No,No,Debit Card,2025-02-10 15:57:46,2025-02-10 15:57:46
Coat,Outerwear,64,Tennessee,L,Cyan,Spring,No,No,Bank Transfer,2025-03-26 07:09:53,2025-03-26 07:09:53
Socks,Clothing,50,Tennessee,L,Pink,Fall,No,No,Cash,2025-02-21 00:05:49,2025-02-21 00:05:49
Jeans,Clothing,20,Tennessee,S,Violet,Fall,No,No,Debit Card,2025-03-01 16:09:30,2025-03-01 16:09:30
Shirt,Clothing,64,Tennessee,L,Indigo,Winter,No,No,Bank Transfer,2025-03-08 03:50:40,2025-03-08 03:50:40
Belt,Accessories,94,Tennessee,M,Indigo,Spring,No,No,Debit Card,2025-02-09 20:02:30,2025-02-09 20:02:30
Boots,Footwear,25,Tennessee,M,Indigo,Summer,Yes,Yes,Venmo,2025-04-27 00:29:46,2025-04-27 00:29:46
Sneakers,Footwear,36,Tennessee,L,Silver,Summer,No,No,Cash,2025-04-27 23:32:04,2025-04-27 23:32:04
Shoes,Footwear,26,Tennessee,XL,Purple,Summer,Yes,Yes,Bank Transfer,2025-03-11 09:56:09,2025-03-11 09:56:09
Backpack,Accessories,68,Tennessee,M,Olive,Winter,No,No,Credit Card,2025-02-22 13:02:50,2025-02-22 13:02:50
Backpack,Accessories,53,Tennessee,M,Gold,Spring,No,No,Bank Transfer,2025-04-26 14:46:57,2025-04-26 14:46:57
T-shirt,Clothing,89,Tennessee,S,Brown,Winter,Yes,Yes,Bank Transfer,2025-04-13 23:21:47,2025-04-13 23:21:47
Blouse,Clothing,56,Tennessee,XL,Maroon,Summer,No,No,Credit Card,2025-04-05 12:47:12,2025-04-05 12:47:12
Sunglasses,Accessories,93,Tennessee,L,Peach,Fall,Yes,Yes,Venmo,2025-03-12 22:13:43,2025-03-12 22:13:43
Sweater,Clothing,40,Tennessee,S,Yellow,Spring,No,No,Venmo,2025-03-08 07:36:59,2025-03-08 07:36:59
Coat,Outerwear,68,Tennessee,L,Peach,Spring,Yes,Yes,Credit Card,2025-04-10 11:47:32,2025-04-10 11:47:32
Sunglasses,Accessories,34,Tennessee,S,Orange,Fall,No,No,Credit Card,2025-03-18 03:01:23,2025-03-18 03:01:23
Jacket,Outerwear,34,Tennessee,XL,Yellow,Fall,No,No,PayPal,2025-03-30 19:22:26,2025-03-30 19:22:26
Hoodie,Clothing,39,Tennessee,M,Green,Spring,Yes,Yes,Cash,2025-03-22 07:35:16,2025-03-22 07:35:16
Sunglasses,Accessories,22,Tennessee,L,Red,Spring,No,No,Credit Card,2025-04-04 10:47:07,2025-04-04 10:47:07
Hoodie,Clothing,51,Tennessee,XL,Pink,Winter,Yes,Yes,Cash,2025-02-07 20:20:59,2025-02-07 20:20:59
Pants,Clothing,44,Tennessee,M,Teal,Fall,Yes,Yes,Credit Card,2025-03-05 08:27:40,2025-03-05 08:27:40
Skirt,Clothing,65,Tennessee,L,Teal,Summer,No,No,PayPal,2025-02-14 09:55:21,2025-02-14 09:55:21
Jewelry,Accessories,73,Tennessee,M,Red,Summer,No,No,Cash,2025-02-21 03:44:59,2025-02-21 03:44:59
Shoes,Footwear,70,Tennessee,M,White,Fall,Yes,Yes,Bank Transfer,2025-02-17 10:45:24,2025-02-17 10:45:24
Belt,Accessories,51,Tennessee,M,Gold,Fall,Yes,Yes,Venmo,2025-03-16 15:51:00,2025-03-16 15:51:00
T-shirt,Clothing,96,Tennessee,L,Pink,Winter,No,No,Cash,2025-02-01 02:10:59,2025-02-01 02:10:59
Sandals,Footwear,92,Tennessee,M,Blue,Winter,Yes,Yes,Venmo,2025-04-27 02:22:59,2025-04-27 02:22:59
Scarf,Accessories,82,Tennessee,M,Blue,Fall,No,No,Venmo,2025-03-18 01:37:12,2025-03-18 01:37:12
Scarf,Accessories,51,Tennessee,S,Magenta,Spring,Yes,Yes,Debit Card,2025-02-04 02:40:44,2025-02-04 02:40:44
Pants,Clothing,20,Tennessee,S,Purple,Summer,No,No,Venmo,2025-04-01 17:43:53,2025-04-01 17:43:53
Hat,Accessories,56,Tennessee,M,Peach,Fall,No,No,Debit Card,2025-02-23 13:42:23,2025-02-23 13:42:23
Dress,Clothing,58,Tennessee,M,Teal,Spring,No,No,Debit Card,2025-02-08 23:41:18,2025-02-08 23:41:18
Socks,Clothing,25,Tennessee,L,Red,Fall,No,No,Venmo,2025-04-15 01:48:10,2025-04-15 01:48:10
Jacket,Outerwear,53,Tennessee,M,Cyan,Spring,No,No,Venmo,2025-02-17 04:27:35,2025-02-17 04:27:35
Handbag,Accessories,41,Tennessee,M,Lavender,Winter,Yes,Yes,Cash,2025-02-08 19:20:30,2025-02-08 19:20:30
Sunglasses,Accessories,85,Tennessee,M,White,Fall,No,No,Credit Card,2025-02-04 12:02:17,2025-02-04 12:02:17
Dress,Clothing,26,Tennessee,XL,Violet,Fall,Yes,Yes,Credit Card,2025-04-05 22:08:00,2025-04-05 22:08:00
Jewelry,Accessories,38,Tennessee,S,Black,Winter,No,No,Bank Transfer,2025-03-30 07:54:28,2025-03-30 07:54:28
Pants,Clothing,21,Tennessee,L,Charcoal,Fall,No,No,Cash,2025-01-31 02:52:44,2025-01-31 02:52:44
Sneakers,Footwear,97,Tennessee,S,Red,Fall,No,No,Debit Card,2025-02-19 07:21:13,2025-02-19 07:21:13
Gloves,Accessories,62,Tennessee,XL,Turquoise,Spring,Yes,Yes,Venmo,2025-04-03 18:35:08,2025-04-03 18:35:08
Shirt,Clothing,70,Tennessee,L,Magenta,Fall,No,No,Venmo,2025-02-13 01:38:57,2025-02-13 01:38:57
Coat,Outerwear,33,Tennessee,L,Gray,Winter,Yes,Yes,PayPal,2025-03-23 06:22:55,2025-03-23 06:22:55
Jacket,Outerwear,22,Tennessee,M,Green,Fall,Yes,Yes,Cash,2025-02-18 13:22:55,2025-02-18 13:22:55
Shirt,Clothing,60,Tennessee,L,Pink,Winter,No,No,Venmo,2025-03-11 19:04:26,2025-03-11 19:04:26
Shorts,Clothing,61,Tennessee,L,Yellow,Spring,Yes,Yes,Cash,2025-04-18 09:56:36,2025-04-18 09:56:36
Shirt,Clothing,38,Tennessee,M,Gold,Spring,No,No,PayPal,2025-02-26 14:28:58,2025-02-26 14:28:58
Sandals,Footwear,38,Tennessee,S,Yellow,Fall,No,No,Venmo,2025-04-02 02:11:29,2025-04-02 02:11:29
Skirt,Clothing,38,Tennessee,M,Silver,Spring,No,No,Credit Card,2025-03-10 19:25:35,2025-03-10 19:25:35
Shirt,Clothing,41,Tennessee,M,Pink,Summer,Yes,Yes,PayPal,2025-02-08 00:46:35,2025-02-08 00:46:35
Shoes,Footwear,30,Tennessee,M,Maroon,Summer,No,No,PayPal,2025-03-03 19:47:17,2025-03-03 19:47:17
Shirt,Clothing,58,Tennessee,M,Peach,Fall,No,No,PayPal,2025-04-16 01:30:03,2025-04-16 01:30:03
